"ID";"source";"A1_1_dia_mes_anio";"A1_05";"A1_2_dia_mes_anio";"A2_1";"A2_2_Mun_1";"Mun_2";"Mun_3";"Mun_4";"Mun_5";"A2_3";"A2_4_GPS";"A_3";"A_4";"A_5";"A_6";"A_7";"A_8";"A_9";"a_10";"a_10_otro";"a10_1";"B_1";"B_1(a)";"B_1(b)";"B_1(c)";"B_1(d)";"B_2";"B_3";"B_3(a)";"B_3(b)";"B_3(c)";"B_3(d)";"B3_1";"B_4";"B_5";"B_6";"C_1";"C_1(a)";"C_1(b)";"C_1(c)";"C_1(d)";"C_2";"C_21";"C_22";"C_23";"C_24";"C_3";"C_31";"C_32";"C_33";"C_34";"C_35";"C_4";"C_41";"C_42";"C_43";"C_5";"D_1";"D_2";"D_21";"E_1";"E_10";"E_10_otro";"E_11";"E_111_E_112_E_113_E_114";"E_12";"E_121_E_122_E123";"E_13";"E_14";"E_15";"E_16";"E_17";"E_18";"E_19";"E_19_otro";"E_110_mas_relevante";"E_110_medianmente_relevante";"E_110_menos_relevante";"duracion";"duracion_cat"
"Memorias_Germinan_46";"MemoriasGerminan";1/1/2017;0;999;"Caldas";"Manizales";999;999;999;999;0;999;999;"Galería ""Abre las puertas de la memoria""";"CPDH - Caldas / Movimento de víctimas de Crimenes de Estado - Movice Capítulo Caldas";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Memorias que germinan. Ultimo acceso March 9, 2020, en http://centrodememoriahistorica.gov.co/un-recorrido-al-pais-a-traves-de-20-iniciativas-de-memoria/";39;7;52;53;41;5;4;999;999;999;999;999;"reconstruimos las historias de 21 víctimas de crímenes paraestatales y estatales a través de los testimonios de sus familiares, amigos, copartidarios, recorrimos los municipios que los vieron nacer o también morir, revisamos noticias, álbumes familiares y fuimos juntando anécdotas y datos para narrarlos y narrarlas. ";"43== Víctimas de la violencia y familiares";999;"3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"10== Derecho a la presunción de inocencia ";"31== Derecho a la paz";999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Memorias_Germinan_2";"MemoriasGerminan";999;0;999;"Caquetá";"Cartagena del Chairá";999;999;999;999;0;999;999;"Galeria ""Arboles de la vida y el amor""";"Mumidavi";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Memorias que germinan. Ultimo acceso March 9, 2020, en http://centrodememoriahistorica.gov.co/un-recorrido-al-pais-a-traves-de-20-iniciativas-de-memoria/";53;29;52;999;999;2;4;999;999;999;999;999;"Es una galeria de muestras audiovisuales y de fotografias creadas por las mujeres de este municipio que han sido violentadas por el conflicto. El objetivo es la reconstrucción de memoria en el territorio";"30 == Mujeres";999;"3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos";"18== Derecho a la libertad de opinión y expresión ";"31== Derecho a la paz";999;999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Registro_Iniciativas_CNMH_194";"RegistroIniciativasCNMH";999;0;999;"Quindío";"Armenia";999;999;999;999;0;999;999;"Galería ""Cuando la procesión va por
dentro""";"Asociación Comunitaria de
Desplazados de Armenia,
ASOCODEAR";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Registro de Iniciativas. Ultimo acceso March 9, 2020, en http://web.centrodememoriahistorica.gov.co/registro-de-iniciativas";14;42;41;32;28;2;5;999;999;999;999;999;"Con el apoyo de la Alcaldía de Armenia se esta impulsando una intervención urbanística de Muros en
Representación de desaparecidos en Quindío. En un Comité de Justicia Transicional le solicitaron espacio a la Mesa y Asocodear para plasmar las fotografías de sus compañeros desaparecidas en el marco del conflicto. Las víctimas llevan fotografías de sus familiares, muchos de los cuales ni siquiera están registrados en la Fiscalía como desaparecidos. Varios de las víctimas son LGBT. Actualmente el muro existe en la organización, pero quieren un salón mucho más grande para poder hacerlo. El 12 de diciembre hay un Comité de Justicia Transicional Ampliado, en el que esperan que la Alcaldía ya hay";"43== Víctimas de la violencia y familiares";999;"31== Derecho a la paz";"2 == Derecho a la universalidad en la aplicación de todos los derechos humanos ";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"21== Derecho a la igualdad de acceso al sector público en su país";999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Memorias_Germinan_50";"MemoriasGerminan";1/1/2017;0;999;"Quindío";"Armenia";999;999;999;999;0;999;999;"Galería ""Cuando la procesión va por dentro""";"Asocodear";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Memorias que germinan. Ultimo acceso March 9, 2020, en http://centrodememoriahistorica.gov.co/un-recorrido-al-pais-a-traves-de-20-iniciativas-de-memoria/";14;42;41;32;28;2;5;999;999;999;999;999;"""Con el apoyo de la Alcaldía de Armenia se esta impulsando una intervención urbanística de Muros en
Representación de desaparecidos en Quindío. En un Comité de Justicia Transicional le solicitaron espacio a la Mesa y Asocodear para plasmar las fotografías de sus compañeros desaparecidas en el marco del conflicto. Las víctimas llevan fotografías de sus familiares, muchos de los cuales ni siquiera están registrados en la Fiscalía como desaparecidos. Varios de las víctimas son LGBT. Actualmente el muro existe en la organización, pero quieren un salón mucho más grande para poder hacerlo. El 12 de diciembre hay un Comité de Justicia Transicional Ampliado, en el que esperan que la Alcaldía ya hay""";"43== Víctimas de la violencia y familiares";999;"31== Derecho a la paz";"2 == Derecho a la universalidad en la aplicación de todos los derechos humanos ";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"21== Derecho a la igualdad de acceso al sector público en su país";999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Memorias_Germinan_45";"MemoriasGerminan";1/1/2017;0;999;"Caldas";"Samaná";999;999;999;999;0;999;999;"Galería ""De los tiempos de la guerra y de cómo mantuvimos la esperanza""";"Fundación para el Desarrollo Comunitario de Samaná, Fundecos y Renacer";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Memorias que germinan. Ultimo acceso March 9, 2020, en http://centrodememoriahistorica.gov.co/un-recorrido-al-pais-a-traves-de-20-iniciativas-de-memoria/";39;32;29;999;999;2;4;999;999;999;999;999;"En la exposición resultante se busca mostrar la complejidad que el conflicto tuvo en el municipio, marcado por una diversidad geográfica que implicó diferencias importantes en los actores de la guerra que hicieron presencia, en los tipos de victimización que ocurrieron y en la forma en la que los mismos paisanos se veían entre síLa exhibición, está inspirada en los gabinetes de curiosidades, muestra la mayor cantidad de material posible con coherencia, logrando el objetivo de no contar historias sueltas ni personales, sino que da una dimensión del conflicto con enfoque territorial. Para la museografía se priorizaron los dos elementos con los que la gente más se conectó en los talleres y que generaron mayor resonancia: los objetos de la corototeca y las cartas intercambiadas entre paisanos de los diferentes territorios que no se conocían entre sí. La galería";"43== Víctimas de la violencia y familiares";999;"31== Derecho a la paz";"2 == Derecho a la universalidad en la aplicación de todos los derechos humanos ";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"21== Derecho a la igualdad de acceso al sector público en su país";999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Memorias_Germinan_7";"MemoriasGerminan";999;0;999;"Caquetá";"Florencia";999;999;999;999;0;999;999;"Galería ""Diálogo, del dolor a la esperanza""";"Catedra ""Universidad y memoria"", Universidad de la Amazonía";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Memorias que germinan. Ultimo acceso March 9, 2020, en http://centrodememoriahistorica.gov.co/un-recorrido-al-pais-a-traves-de-20-iniciativas-de-memoria/";22;22;26;999;999;3;4;5;999;999;999;999;"Galería de fotos que describe la crudeza del conflicto armado en la región y su impacto en los habitantes. ";"33== Campesinos";999;"31== Derecho a la paz";"2 == Derecho a la universalidad en la aplicación de todos los derechos humanos ";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"21== Derecho a la igualdad de acceso al sector público en su país";999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Memorias_Germinan_64";"MemoriasGerminan";999;0;999;"Tolima";"Ibagué";999;999;999;999;0;999;999;"Galería ""Sembranzas memorables""";"Comité de Solidaridad con los Presos Políticos, CSPP Seccional Tolima";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Memorias que germinan. Ultimo acceso March 9, 2020, en http://centrodememoriahistorica.gov.co/un-recorrido-al-pais-a-traves-de-20-iniciativas-de-memoria/";39;13;41;6;999;2;3;5;999;999;999;999;" Reúne aquellos líderes indígenas y campesinos que perdieron la vida por defender a sus comunidades, “otros fueron en el marco del conflicto armado con la presencia del Bloque Tolima en el sur del departamento en municipios como Natagaima, Coyaima y Ortega”. Esta galería tiene como objetivo recordar a los tolimenses el pasado, pues se debe “perdonar pero no olvidar";"43== Víctimas de la violencia y familiares";999;"31== Derecho a la paz";"2 == Derecho a la universalidad en la aplicación de todos los derechos humanos ";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"21== Derecho a la igualdad de acceso al sector público en su país";999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Registro_Iniciativas_CNMH_186";"RegistroIniciativasCNMH";999;0;999;"Caldas";"Manizales";999;999;999;999;0;999;999;"Galería Abre las puertas de la Memoria";"CPDH y MOVICE, Capítulos
Caldas";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Registro de Iniciativas. Ultimo acceso March 9, 2020, en http://web.centrodememoriahistorica.gov.co/registro-de-iniciativas";39;7;52;53;41;5;4;5;3;999;999;999;"La iniciativa consiste en una galería física y virtual, nace en desarrollo de una de las estrategias del MOVICE y las organizaciones que la componen, la estrategia de “Memoria viva”; en Caldas iniciamos con muy escasos recursos desde el mes de julio del 2010 hasta la actualidad. Las galerías de la memoria constituyen una estrategia de recuperación de memoria y dignidad y visibilización de la Criminalidad Estatal por acción u omisión. Mediante la documentación y sistematización de información, se reconstruyen y visibilizan veintiún (21) perfiles biográficos de víctimas de la criminalidad estatal en Caldas, en un ejercicio expositivo en versión física y virtual, en el que se dignifican las trayectorias de cada una de las víctimas en los ámbitos de la vida política, social y familiar, con el objetivo de conmemorar su lucha, recuperar la dignidad y la memoria. Esta galería se constituye en 5 líneas temáticas o capítulos bajo las cuales se agrupan los perfiles reconstruidos.";"43== Víctimas de la violencia y familiares";999;"3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"10== Derecho a la presunción de inocencia ";"31== Derecho a la paz";999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Memorias_Germinan_78";"MemoriasGerminan";999;0;999;"Valle del Cauca";"Buenaventura";999;999;999;999;0;999;999;"Galería de la memoria";"Fundescodes";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Memorias que germinan. Ultimo acceso March 9, 2020, en http://centrodememoriahistorica.gov.co/un-recorrido-al-pais-a-traves-de-20-iniciativas-de-memoria/";29;27;26;999;999;2;4;5;999;999;999;999;"La Galería es un espacio dedicado a construir la memoria colectiva de las personas que han sido protagonistas o testigos de las luchas sociales y de la historia actual del país, al cual son convocados sus familiares, compañeros y amigos. En ese espacio se produce un encuentro con las víctimas de violaciones a los derechos humanos, de la mal llamada ""limpieza social"" y de delitos de lesa humanidad. Allí se reviven los recuerdos, trayendo del pasado al presente, por unos instantes, la presencia viva de muchas personas que han muerto o desaparecido en Colombia";"33== Campesinos";999;"31== Derecho a la paz";"2 == Derecho a la universalidad en la aplicación de todos los derechos humanos ";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"21== Derecho a la igualdad de acceso al sector público en su país";999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Registro_Iniciativas_CNMH_64";"RegistroIniciativasCNMH";999;0;999;"Meta";999;999;999;999;999;0;999;999;"Galería de la memoria";"Sector de víctimas del
departamento del Meta";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Registro de Iniciativas. Ultimo acceso March 9, 2020, en http://web.centrodememoriahistorica.gov.co/registro-de-iniciativas";49;24;26;30;32;3;4;5;3;999;999;999;"La Galería de la Memoria es un espacio de exposición de historias de vida de víctimas del conflicto de todos los
lugares del departamento del Meta, narradas a través de la voz de sus familiares sobrevivientes, quienes mediante este proceso buscan reivindicar el buen nombre de sus seres queridos y de esta forma hacer contrapeso a declaraciones expuestas en procesos judiciales que de una u otra forman afectan la dignidad de las víctimas directas y sus familiares, siendo entonces un espacio de redignificación. Este proceso de narración se ejecuta mediante talleres de educación en derechos y de apoyo psicosocial, que son básicos para la generación de confianza y capacidades en las personas participantes para poder narrar sus historias, las cuales en muchos casos han permanecido guardadas por temor, falta de acompañamiento o
desconocimiento de sus derechos. La importancia para el resto de personas en el departamento radica en el hecho de que cada vez que la galería es
expuesta en los diferentes municipios y veredas, se lleva una historia diferente a la que se ha contado
institucionalmente y se revelan nuevas realidades y facetas del conflicto, algunas desconocidas y otras
normalizadas.
En estos espacios las personas asumen un rol activo y se apropian del trabajo, que se resume en: esclarecer
casos de violencia, recuperar la dignidad de las víctimas y sus familiares y hacer contrapeso a la verdad judicial y a una verdad institucional que desconoce sus derechos, apoyando también las investigaciones oficiales a partir de
esas historias no contadas.
Mujeres
La iniciativa está dirigida toda la población en general, pero los efectos más significativos se han dado sobre las
mujeres que participan en ella, pues en su mayoría son ellas las víctimas sobrevivientes quienes pueden mediante
el ejercicio iniciar procesos de recuperación psicosocial.";"43== Víctimas de la violencia y familiares";999;"31== Derecho a la paz";"2 == Derecho a la universalidad en la aplicación de todos los derechos humanos ";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"21== Derecho a la igualdad de acceso al sector público en su país";"6== Derecho al reconocimiento en todas partes como persona ante la ley ";"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Registro_Iniciativas_CNMH_65";"RegistroIniciativasCNMH";999;0;999;"Nariño";"Pasto";999;999;999;999;0;999;999;"Galería de la memoria";"Asociación de Víctimas de
Desaparición de Nariño, AVIDES";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Registro de Iniciativas. Ultimo acceso March 9, 2020, en http://web.centrodememoriahistorica.gov.co/registro-de-iniciativas";49;24;26;30;32;2;4;5;999;999;999;999;"La Galería de la Memoria de AVIDES consta de aproximadamente 20 fotografías de los desaparecidos y de varios
cuadros que han pintado sus familiares para recordarlos.
Exponen la Galería en fechas especiales, principalmente en el Día del Desaparecido, en el que hacen un
homenaje a sus seres queridos en la Plaza de Nariño de Pasto.";"43== Víctimas de la violencia y familiares";999;"31== Derecho a la paz";"2 == Derecho a la universalidad en la aplicación de todos los derechos humanos ";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"21== Derecho a la igualdad de acceso al sector público en su país";"6== Derecho al reconocimiento en todas partes como persona ante la ley ";"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Registro_Iniciativas_CNMH_66";"RegistroIniciativasCNMH";999;0;999;"Valle del Cauca";"Cali";999;999;999;999;0;999;999;"Galería de la memoria";"Movimiento Nacional de víctimas
de Crímenes de Estado - MOVICE,
Capítulo Valle (Grupo de Familiares
de Víctimas de Desaparición
Asociación Nomadesc,
Sintraunicol, Familiares de Víctimas
de Ejecuciones, Comité de
Solidaridad con presos Políticos
Seccional Valle del Cauca)";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Registro de Iniciativas. Ultimo acceso March 9, 2020, en http://web.centrodememoriahistorica.gov.co/registro-de-iniciativas";49;24;26;30;32;2;4;5;3;999;999;999;"Se realizan exhibiciones de las galerías de memoria en el centro de la ciudad de Cali con una regularidad mensual. La galería cuenta con mas de una docena de pendones con fotos y texto de víctimas principalmente de
desaparicion forzada, visibilizando crímenes de Estado.";"43== Víctimas de la violencia y familiares";999;"31== Derecho a la paz";"2 == Derecho a la universalidad en la aplicación de todos los derechos humanos ";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"21== Derecho a la igualdad de acceso al sector público en su país";999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Registro_Iniciativas_CNMH_67";"RegistroIniciativasCNMH";999;0;999;"Santander";"Barrancabermeja";"Floridablanca";"Lebrija";999;999;0;999;999;"Galería de la Memoria";"Asociación de Familiares de
Detenidos - Desaparecidos,
ASFADDES Bucaramanga";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Registro de Iniciativas. Ultimo acceso March 9, 2020, en http://web.centrodememoriahistorica.gov.co/registro-de-iniciativas";32;24;26;30;42;2;4;5;999;999;999;999;"La Galería de la Memoria se concreta en una serie de fotografias puestas sobre retablos, que evocan la memoria de las víctimas de desaparición forzada. Estas fotografias son donadas por familiares e incluyen el retrato de la persona que sufrió el hecho victimizante de la desaparición forzada. La galería es instalada generalmente en espacios públicos (parques, vías, senderos) así como en ocasiones es utilizada en manifestaciones, acciones de reivindicación y en espacios institucionales como eventos de la Gobernación, de la Alcaldía e instituciones o entidades nacionales. La galería es usada también en algunos casos como dispositivo para incentivar a víctimas de desaparición en talleres a recordar a sus familiares y dar inicio a acciones conmemorativas frente a sus seres queridos.";"43== Víctimas de la violencia y familiares";999;"31== Derecho a la paz";"2 == Derecho a la universalidad en la aplicación de todos los derechos humanos ";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"21== Derecho a la igualdad de acceso al sector público en su país";999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Registro_Iniciativas_CNMH_68";"RegistroIniciativasCNMH";999;0;999;"Norte de Santander";"Acarí";999;999;999;999;0;999;999;"Galería de la memoria de las víctimas del capítulo sur de Bolívar-Sur de Cesar- Catatumbo MOVICE";"Capítulo regional de víctimas Sur
de Bolívar -Sur de Cesar -
Catatumbo, MOVICE";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Registro de Iniciativas. Ultimo acceso March 9, 2020, en http://web.centrodememoriahistorica.gov.co/registro-de-iniciativas";46;26;41;32;24;2;4;5;3;999;999;999;"La galería de la memoria del capítulo consiste en la colección de las fotografías de las víctimas , las cuales han sido impresas de distintas formas por cada una de las víctimas y en ocasiones por el capítulo en su conjunto, esta es la muestra que acompaña al capítulo en sus eventos y en sus movilizaciones, sin embargo existen varios comités que no han podido imprimir de la forma sus fotos razón por la cual la iniciativa busca producir con una misma estética y en de la misma manera (material etc) las fotografías. En este momento existe un gran pendón con varias fotografías impresas al cual las víctimas han venido pegando mas fotografías pero la situación de conservación es complicada, también existen algunos cuadros de los comités del sur de Bolívar, sin embargo hay gran cantidad de víctimas que aun no han podido lograrlo, principalmente por temas económicos pues el material (fotografías) se ha iniciado a recopilar";"43== Víctimas de la violencia y familiares";999;"31== Derecho a la paz";"2 == Derecho a la universalidad en la aplicación de todos los derechos humanos ";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"21== Derecho a la igualdad de acceso al sector público en su país";999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Registro_Iniciativas_CNMH_69";"RegistroIniciativasCNMH";999;0;999;"Valle del Cauca";"Cali";999;999;999;999;0;999;999;"Galería de la Memoria Tiberio
Fernández Mafla";"Fundación Guagua";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Registro de Iniciativas. Ultimo acceso March 9, 2020, en http://web.centrodememoriahistorica.gov.co/registro-de-iniciativas";30;46;999;999;999;2;4;5;999;999;999;999;"La Galería de la Memoria Tiberio Fernández Mafla, nace en el 2007. Es un lugar de memoria ubicado en el barrio
San Fernando de la ciudad de Cali. Se trata de un espacio para la salvaguarda, difusión y recolección de la
memoria histórica y colectiva, cuya prioridad son las víctimas de crímenes de Estado que ellos consideran son las más revictimizadas y las que menos acompañamiento tienen. Apoyan y acompañan a víctimas de desaparición forzada, víctimas de ejecuciones extrajudiciales y personas en
situación de desplazamiento forzado, así como a las matriarcas de Trujillo en asuntos terapéuticos. Son una de las primeras iniciativas que organizó y estructuró un componente terapéuticp para acompañar a las víctimas, con el propósito de que puedan reconfigurar un nuevo proyecto de vida.
A víctimas de desaparición forzada las apoyan con la reconstrucción de las historias de vida, de los procesos, de las personas.
Otra formas de hacer su trabajo son:
* Galerías itinerantes.
* Herramientas pedagógicas para comunicar y conocer la memoria.
* Los círculos de la memoria, que son una herramienta propia que crearon para trabajar el tema de masacres y
consiste en...
* Pizarras y pupitres por la vida, que es una exposición sobre estudiantes y docentes asesinados.
Actualmente cuentan con 12 exposiciones temáticas entre las que se encuentran:
* ""A luchar"", exposición del movimiento político del mismo nombres y sobre el que esperan sacar un libro el
próximo año;
* Mujeres invisibilizadas.";"43== Víctimas de la violencia y familiares";999;"3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"10== Derecho a la presunción de inocencia ";"31== Derecho a la paz";999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
"Memorias_Germinan_84";"MemoriasGerminan";999;0;999;"Valle del Cauca";"Cali";999;999;999;999;0;999;999;"Galería de los diputados del Valle del Cauca";"Familiares de diputados del Valle secuestrados por las Farc";999;999;999;999;3;999;"Centro Nacional de Memoria Historica (2019). Memorias que germinan. Ultimo acceso March 9, 2020, en http://centrodememoriahistorica.gov.co/un-recorrido-al-pais-a-traves-de-20-iniciativas-de-memoria/";11;42;7;25;999;2;4;5;999;999;999;999;"En la asamblea departamental se construirá un lugar de homenaje a los diputados. A partir del trabajo que ya se realizado desde el CNMH. La idea es construir el guión museográfico y museológico del lugar de memoria, de manera concertada con las familias - Durante el 2018 se construirá el guion museográfico y museológico del lugar de memoria que quedará ubicado en la asamblea departamental en homenaje a los diputados secuestrados por
las FARC. Producto: Guiones museológico y museográfico.";"43== Víctimas de la violencia y familiares";999;"3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos";"5== Derecho a no sufrir torturas ni tratos o penas crueles, inhumanos o degradantes";"10== Derecho a la presunción de inocencia ";"31== Derecho a la paz";999;"0 == no fue una experiencia de resistencia no violenta";"0 == no";"0 == no";"0 == no";"0 == no";"1 == si fue una experiencia de transformaciones para la paz";"0 == no";"1 == si";"0 == no";"0 == no";"0 == no";"0 == no fue una experiencia de tramitación y gestión pacífica de conflictos";"0 == no";"0 == no";"0 == no";999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;
